Processing 3x3 minors...
Matrix size: 8x8
Total minors: 3136
Rows: 0 1 2 | Cols: 0 1 2 | Det: 191294
Rows: 0 4 6 | Cols: 0 1 3 | Det: 2703
Rows: 0 4 6 | Cols: 0 1 4 | Det: 40362
Rows: 0 4 6 | Cols: 0 1 5 | Det: 18969
Rows: 0 4 6 | Cols: 0 1 6 | Det: -15419
Rows: 0 4 6 | Cols: 0 1 7 | Det: 14285
Rows: 0 4 6 | Cols: 0 2 3 | Det: 408198
Rows: 0 4 6 | Cols: 0 2 4 | Det: -27064
Rows: 0 4 6 | Cols: 0 2 5 | Det: 232344
Rows: 0 4 6 | Cols: 0 2 6 | Det: 441647
Rows: 0 4 6 | Cols: 0 2 7 | Det: 410076
Rows: 0 4 6 | Cols: 0 3 4 | Det: -282804
Rows: 0 4 6 | Cols: 0 3 5 | Det: -121590
Rows: 0 4 6 | Cols: 0 3 6 | Det: 127959
Rows: 0 4 6 | Cols: 0 3 7 | Det: -80706
Rows: 0 4 6 | Cols: 0 4 5 | Det: 169032
Rows: 0 4 6 | Cols: 0 4 6 | Det: 297494
Rows: 0 4 6 | Cols: 0 4 7 | Det: 289456
Rows: 0 4 6 | Cols: 0 5 6 | Det: 204387
Rows: 0 4 6 | Cols: 0 5 7 | Det: 76212
Rows: 0 4 6 | Cols: 0 6 7 | Det: -215867
Rows: 0 4 6 | Cols: 1 2 3 | Det: 363238
Rows: 0 4 6 | Cols: 1 2 4 | Det: -10959
Rows: 0 4 6 | Cols: 1 2 5 | Det: 211359
Rows: 0 4 6 | Cols: 1 2 6 | Det: 406268
Rows: 0 4 6 | Cols: 1 2 7 | Det: 345140
Rows: 0 4 6 | Cols: 1 3 4 | Det: -251049
Rows: 0 4 6 | Cols: 1 3 5 | Det: -107985
Rows: 0 4 6 | Cols: 1 3 6 | Det: 114478
Rows: 0 4 6 | Cols: 1 3 7 | Det: -72730
Rows: 0 4 6 | Cols: 1 4 5 | Det: 149337
Rows: 0 4 6 | Cols: 1 4 6 | Det: 277335
Rows: 0 4 6 | Cols: 1 4 7 | Det: 240735
Rows: 0 4 6 | Cols: 1 5 6 | Det: 187389
Rows: 0 4 6 | Cols: 1 5 7 | Det: 60285
Rows: 0 4 6 | Cols: 1 6 7 | Det: -190120
Rows: 0 4 6 | Cols: 2 3 4 | Det: 91550
Rows: 0 4 6 | Cols: 2 3 5 | Det: 32130
Rows: 0 4 6 | Cols: 2 3 6 | Det: 92534
Rows: 0 4 6 | Cols: 2 3 7 | Det: -137904
Rows: 0 4 6 | Cols: 2 4 5 | Det: -54240
Rows: 0 4 6 | Cols: 2 4 6 | Det: -105187
Rows: 0 4 6 | Cols: 2 4 7 | Det: -82828
Rows: 0 4 6 | Cols: 2 5 6 | Det: 17907
Rows: 0 4 6 | Cols: 2 5 7 | Det: -110772
Rows: 0 4 6 | Cols: 2 6 7 | Det: -242164
Rows: 0 4 6 | Cols: 3 4 5 | Det: 5010
Rows: 0 4 6 | Cols: 3 4 6 | Det: -92807
Rows: 0 4 6 | Cols: 3 4 7 | Det: 113642
Rows: 0 4 6 | Cols: 3 5 6 | Det: -37635
Rows: 0 4 6 | Cols: 3 5 7 | Det: 47430
Rows: 0 4 6 | Cols: 3 6 7 | Det: -24934
Rows: 0 4 6 | Cols: 4 5 6 | Det: 60741
Rows: 0 4 6 | Cols: 4 5 7 | Det: -62796
Rows: 0 4 6 | Cols: 4 6 7 | Det: -214535
Rows: 0 4 6 | Cols: 5 6 7 | Det: -103317
Rows: 0 4 7 | Cols: 0 1 2 | Det: -101480
Rows: 0 4 7 | Cols: 0 1 3 | Det: -114592
Rows: 0 4 7 | Cols: 0 1 4 | Det: -12856
Rows: 0 4 7 | Cols: 0 1 5 | Det: -91568
Rows: 0 4 7 | Cols: 0 1 6 | Det: -35040
Rows: 0 4 7 | Cols: 0 1 7 | Det: -78472
Rows: 0 4 7 | Cols: 0 2 3 | Det: -23527
Rows: 0 4 7 | Cols: 0 2 4 | Det: -308871
Rows: 0 4 7 | Cols: 0 2 5 | Det: -37583
Rows: 0 4 7 | Cols: 0 2 6 | Det: -381205
Rows: 0 4 7 | Cols: 0 2 7 | Det: -376772
Rows: 0 4 7 | Cols: 0 3 4 | Det: -345799
Rows: 0 4 7 | Cols: 0 3 5 | Det: -21210
Rows: 0 4 7 | Cols: 0 3 6 | Det: -422336
Rows: 0 4 7 | Cols: 0 3 7 | Det: -407261
Rows: 0 4 7 | Cols: 0 4 5 | Det: 273941
Rows: 0 4 7 | Cols: 0 4 6 | Det: 58357
Rows: 0 4 7 | Cols: 0 4 7 | Det: 191111
Rows: 0 4 7 | Cols: 0 5 6 | Det: -330994
Rows: 0 4 7 | Cols: 0 5 7 | Det: -310909
Rows: 0 4 7 | Cols: 0 6 7 | Det: 164681
Rows: 0 4 7 | Cols: 1 2 3 | Det: 22965
Rows: 0 4 7 | Cols: 1 2 4 | Det: -320435
Rows: 0 4 7 | Cols: 1 2 5 | Det: -17995
Rows: 0 4 7 | Cols: 1 2 6 | Det: -337545
Rows: 0 4 7 | Cols: 1 2 7 | Det: -279540
Rows: 0 4 7 | Cols: 1 3 4 | Det: -364747
Rows: 0 4 7 | Cols: 1 3 5 | Det: -41042
Rows: 0 4 7 | Cols: 1 3 6 | Det: -389088
Rows: 0 4 7 | Cols: 1 3 7 | Det: -333417
Rows: 0 4 7 | Cols: 1 4 5 | Det: 286857
Rows: 0 4 7 | Cols: 1 4 6 | Det: 67881
Rows: 0 4 7 | Cols: 1 4 7 | Det: 212371
Rows: 0 4 7 | Cols: 1 5 6 | Det: -298362
Rows: 0 4 7 | Cols: 1 5 7 | Det: -238321
Rows: 0 4 7 | Cols: 1 6 7 | Det: 164493
Rows: 0 4 7 | Cols: 2 3 4 | Det: -144187
Rows: 0 4 7 | Cols: 2 3 5 | Det: -12677
Rows: 0 4 7 | Cols: 2 3 6 | Det: -164523
Rows: 0 4 7 | Cols: 2 3 7 | Det: -150072
Rows: 0 4 7 | Cols: 2 4 5 | Det: 63902
Rows: 0 4 7 | Cols: 2 4 6 | Det: 176326
Rows: 0 4 7 | Cols: 2 4 7 | Det: 338876
Rows: 0 4 7 | Cols: 2 5 6 | Det: -57412
Rows: 0 4 7 | Cols: 2 5 7 | Det: -36716
Rows: 0 4 7 | Cols: 2 6 7 | Det: 203148
Rows: 0 4 7 | Cols: 3 4 5 | Det: -56339
Rows: 0 4 7 | Cols: 3 4 6 | Det: 170165
Rows: 0 4 7 | Cols: 3 4 7 | Det: 290177
Rows: 0 4 7 | Cols: 3 5 6 | Det: 79246
Rows: 0 4 7 | Cols: 3 5 7 | Det: 84151
Rows: 0 4 7 | Cols: 3 6 7 | Det: 153993
Rows: 0 4 7 | Cols: 4 5 6 | Det: -144312
Rows: 0 4 7 | Cols: 4 5 7 | Det: -261014
Rows: 0 4 7 | Cols: 4 6 7 | Det: 45074
Rows: 0 4 7 | Cols: 5 6 7 | Det: 151588
Rows: 0 5 6 | Cols: 0 1 2 | Det: 25226
Rows: 0 5 6 | Cols: 0 1 3 | Det: 17950
Rows: 0 5 6 | Cols: 0 1 4 | Det: 16364
Rows: 0 5 6 | Cols: 0 1 5 | Det: 21703
Rows: 0 5 6 | Cols: 0 1 6 | Det: 14285
Rows: 0 5 6 | Cols: 0 1 7 | Det: 23056
Rows: 0 5 6 | Cols: 0 2 3 | Det: 302732
Rows: 0 5 6 | Cols: 0 2 4 | Det: -19488
Rows: 0 5 6 | Cols: 0 2 5 | Det: 202310
Rows: 0 5 6 | Cols: 0 2 6 | Det: 348472
Rows: 0 5 6 | Cols: 0 2 7 | Det: 304396
Rows: 0 5 6 | Cols: 0 3 4 | Det: -210248
Rows: 0 5 6 | Cols: 0 3 5 | Det: -116496
Rows: 0 5 6 | Cols: 0 3 6 | Det: 76530
Rows: 0 5 6 | Cols: 0 3 7 | Det: -60092
Rows: 0 5 6 | Cols: 0 4 5 | Det: 148004
Rows: 0 5 6 | Cols: 0 4 6 | Det: 237088
Rows: 0 5 6 | Cols: 0 4 7 | Det: 215272
Rows: 0 5 6 | Cols: 0 5 6 | Det: 185241
Rows: 0 5 6 | Cols: 0 5 7 | Det: 76978
Rows: 0 5 6 | Cols: 0 6 7 | Det: -146122
Rows: 0 5 6 | Cols: 1 2 3 | Det: 74668
Rows: 0 5 6 | Cols: 1 2 4 | Det: 330
Rows: 0 5 6 | Cols: 1 2 5 | Det: 25101
Rows: 0 5 6 | Cols: 1 2 6 | Det: 72977
Rows: 0 5 6 | Cols: 1 2 7 | Det: 66314
Rows: 0 5 6 | Cols: 1 3 4 | Det: -48202
Rows: 0 5 6 | Cols: 1 3 5 | Det: -46379
Rows: 0 5 6 | Cols: 1 3 6 | Det: 9645
Rows: 0 5 6 | Cols: 1 3 7 | Det: -21058
Rows: 0 5 6 | Cols: 1 4 5 | Det: 15999
Rows: 0 5 6 | Cols: 1 4 6 | Det: 47153
Rows: 0 5 6 | Cols: 1 4 7 | Det: 42716
Rows: 0 5 6 | Cols: 1 5 6 | Det: 48571
Rows: 0 5 6 | Cols: 1 5 7 | Det: 34111
Rows: 0 5 6 | Cols: 1 6 7 | Det: -29147
Rows: 0 5 6 | Cols: 2 3 4 | Det: 61644
Rows: 0 5 6 | Cols: 2 3 5 | Det: -297598
Rows: 0 5 6 | Cols: 2 3 6 | Det: -155682
Rows: 0 5 6 | Cols: 2 3 7 | Det: -105180
Rows: 0 5 6 | Cols: 2 4 5 | Det: -22038
Rows: 0 5 6 | Cols: 2 4 6 | Det: -60936
Rows: 0 5 6 | Cols: 2 4 7 | Det: -55212
Rows: 0 5 6 | Cols: 2 5 6 | Det: 238523
Rows: 0 5 6 | Cols: 2 5 7 | Det: 228944
Rows: 0 5 6 | Cols: 2 6 7 | Det: 35466
Rows: 0 5 6 | Cols: 3 4 5 | Det: 230404
Rows: 0 5 6 | Cols: 3 4 6 | Det: 92538
Rows: 0 5 6 | Cols: 3 4 7 | Det: 85284
Rows: 0 5 6 | Cols: 3 5 6 | Det: 135141
Rows: 0 5 6 | Cols: 3 5 7 | Det: -18598
Rows: 0 5 6 | Cols: 3 6 7 | Det: -57492
Rows: 0 5 6 | Cols: 4 5 6 | Det: 194675
Rows: 0 5 6 | Cols: 4 5 7 | Det: 175874
Rows: 0 5 6 | Cols: 4 6 7 | Det: -1422
Rows: 0 5 6 | Cols: 5 6 7 | Det: 118871
Rows: 0 5 7 | Cols: 0 1 2 | Det: 161368
Rows: 0 5 7 | Cols: 0 1 3 | Det: 148032
Rows: 0 5 7 | Cols: 0 1 4 | Det: 108008
Rows: 0 5 7 | Cols: 0 1 5 | Det: 168784
Rows: 0 5 7 | Cols: 0 1 6 | Det: 140832
Rows: 0 5 7 | Cols: 0 1 7 | Det: 187000
Rows: 0 5 7 | Cols: 0 2 3 | Det: 340306
Rows: 0 5 7 | Cols: 0 2 4 | Det: -284694
Rows: 0 5 7 | Cols: 0 2 5 | Det: -145595
Rows: 0 5 7 | Cols: 0 2 6 | Det: -147949
Rows: 0 5 7 | Cols: 0 2 7 | Det: 47858
Rows: 0 5 7 | Cols: 0 3 4 | Det: -488942
Rows: 0 5 7 | Cols: 0 3 5 | Det: -489508
Rows: 0 5 7 | Cols: 0 3 6 | Det: -432720
Rows: 0 5 7 | Cols: 0 3 7 | Det: -350458
Rows: 0 5 7 | Cols: 0 4 5 | Det: 200327
Rows: 0 5 7 | Cols: 0 4 6 | Det: 149437
Rows: 0 5 7 | Cols: 0 4 7 | Det: 361948
Rows: 0 5 7 | Cols: 0 5 6 | Det: -27682
Rows: 0 5 7 | Cols: 0 5 7 | Det: 218779
Rows: 0 5 7 | Cols: 0 6 7 | Det: 213217
Rows: 0 5 7 | Cols: 1 2 3 | Det: 173490
Rows: 0 5 7 | Cols: 1 2 4 | Det: -28382
Rows: 0 5 7 | Cols: 1 2 5 | Det: -113767
Rows: 0 5 7 | Cols: 1 2 6 | Det: 13887
Rows: 0 5 7 | Cols: 1 2 7 | Det: 62298
Rows: 0 5 7 | Cols: 1 3 4 | Det: -142158
Rows: 0 5 7 | Cols: 1 3 5 | Det: -285828
Rows: 0 5 7 | Cols: 1 3 6 | Det: -138672
Rows: 0 5 7 | Cols: 1 3 7 | Det: -143898
Rows: 0 5 7 | Cols: 1 4 5 | Det: -46461
Rows: 0 5 7 | Cols: 1 4 6 | Det: 34065
Rows: 0 5 7 | Cols: 1 4 7 | Det: 74588
Rows: 0 5 7 | Cols: 1 5 6 | Det: 113814
Rows: 0 5 7 | Cols: 1 5 7 | Det: 196999
Rows: 0 5 7 | Cols: 1 6 7 | Det: 38277
Rows: 0 5 7 | Cols: 2 3 4 | Det: 246226
Rows: 0 5 7 | Cols: 2 3 5 | Det: -83389
Rows: 0 5 7 | Cols: 2 3 6 | Det: 188349
Rows: 0 5 7 | Cols: 2 3 7 | Det: 79926
Rows: 0 5 7 | Cols: 2 4 5 | Det: 175106
Rows: 0 5 7 | Cols: 2 4 6 | Det: -50522
Rows: 0 5 7 | Cols: 2 4 7 | Det: -101492
Rows: 0 5 7 | Cols: 2 5 6 | Det: -116836
Rows: 0 5 7 | Cols: 2 5 7 | Det: -22468
Rows: 0 5 7 | Cols: 2 6 7 | Det: -61236
Rows: 0 5 7 | Cols: 3 4 5 | Det: 473991
Rows: 0 5 7 | Cols: 3 4 6 | Det: 42477
Rows: 0 5 7 | Cols: 3 4 7 | Det: 138736
Rows: 0 5 7 | Cols: 3 5 6 | Det: -376962
Rows: 0 5 7 | Cols: 3 5 7 | Det: -200845
Rows: 0 5 7 | Cols: 3 6 7 | Det: 92337
Rows: 0 5 7 | Cols: 4 5 6 | Det: 127464
Rows: 0 5 7 | Cols: 4 5 7 | Det: 294038
Rows: 0 5 7 | Cols: 4 6 7 | Det: -10958
Rows: 0 5 7 | Cols: 5 6 7 | Det: -179836
Rows: 0 6 7 | Cols: 0 1 2 | Det: -51429
Rows: 0 6 7 | Cols: 0 1 3 | Det: -11312
Rows: 0 6 7 | Cols: 0 1 4 | Det: -30827
Rows: 0 6 7 | Cols: 0 1 5 | Det: -21442
Rows: 0 6 7 | Cols: 0 1 6 | Det: 8528
Rows: 0 6 7 | Cols: 0 1 7 | Det: -16921
Rows: 0 6 7 | Cols: 0 2 3 | Det: -426244
Rows: 0 6 7 | Cols: 0 2 4 | Det: 58874
Rows: 0 6 7 | Cols: 0 2 5 | Det: -240230
Rows: 0 6 7 | Cols: 0 2 6 | Det: -426089
Rows: 0 6 7 | Cols: 0 2 7 | Det: -393380
Rows: 0 6 7 | Cols: 0 3 4 | Det: 268444
Rows: 0 6 7 | Cols: 0 3 5 | Det: 124872
Rows: 0 6 7 | Cols: 0 3 6 | Det: -164400
Rows: 0 6 7 | Cols: 0 3 7 | Det: 53716
Rows: 0 6 7 | Cols: 0 4 5 | Det: -168542
Rows: 0 6 7 | Cols: 0 4 6 | Det: -245639
Rows: 0 6 7 | Cols: 0 4 7 | Det: -255166
Rows: 0 6 7 | Cols: 0 5 6 | Det: -217482
Rows: 0 6 7 | Cols: 0 5 7 | Det: -84970
Rows: 0 6 7 | Cols: 0 6 7 | Det: 205421
Rows: 0 6 7 | Cols: 1 2 3 | Det: -275625
Rows: 0 6 7 | Cols: 1 2 4 | Det: -13044
Rows: 0 6 7 | Cols: 1 2 5 | Det: -162474
Rows: 0 6 7 | Cols: 1 2 6 | Det: -332541
Rows: 0 6 7 | Cols: 1 2 7 | Det: -282024
Rows: 0 6 7 | Cols: 1 3 4 | Det: 162343
Rows: 0 6 7 | Cols: 1 3 5 | Det: 79178
Rows: 0 6 7 | Cols: 1 3 6 | Det: -118848
Rows: 0 6 7 | Cols: 1 3 7 | Det: 28653
Rows: 0 6 7 | Cols: 1 4 5 | Det: -91950
Rows: 0 6 7 | Cols: 1 4 6 | Det: -201491
Rows: 0 6 7 | Cols: 1 4 7 | Det: -164756
Rows: 0 6 7 | Cols: 1 5 6 | Det: -165586
Rows: 0 6 7 | Cols: 1 5 7 | Det: -64126
Rows: 0 6 7 | Cols: 1 6 7 | Det: 156177
Rows: 0 6 7 | Cols: 2 3 4 | Det: -423634
Rows: 0 6 7 | Cols: 2 3 5 | Det: -59114
Rows: 0 6 7 | Cols: 2 3 6 | Det: -472551
Rows: 0 6 7 | Cols: 2 3 7 | Det: -229164
Rows: 0 6 7 | Cols: 2 4 5 | Det: 246924
Rows: 0 6 7 | Cols: 2 4 6 | Det: 488750
Rows: 0 6 7 | Cols: 2 4 7 | Det: 422624
Rows: 0 6 7 | Cols: 2 5 6 | Det: -207236
Rows: 0 6 7 | Cols: 2 5 7 | Det: -74600
Rows: 0 6 7 | Cols: 2 6 7 | Det: 207036
Rows: 0 6 7 | Cols: 3 4 5 | Det: -86878
Rows: 0 6 7 | Cols: 3 4 6 | Det: 461001
Rows: 0 6 7 | Cols: 3 4 7 | Det: 90938
Rows: 0 6 7 | Cols: 3 5 6 | Det: 161238
Rows: 0 6 7 | Cols: 3 5 7 | Det: 59686
Rows: 0 6 7 | Cols: 3 6 7 | Det: -147939
Rows: 0 6 7 | Cols: 4 5 6 | Det: -368936
Rows: 0 6 7 | Cols: 4 5 7 | Det: -139676
Rows: 0 6 7 | Cols: 4 6 7 | Det: 354986
Rows: 0 6 7 | Cols: 5 6 7 | Det: 5764
Rows: 1 2 3 | Cols: 0 1 2 | Det: 69874
Rows: 1 2 3 | Cols: 0 1 3 | Det: -142516
Rows: 1 2 3 | Cols: 0 1 4 | Det: 99202
Rows: 1 2 3 | Cols: 0 1 5 | Det: -78076
Rows: 1 2 3 | Cols: 0 1 6 | Det: 38830
Rows: 1 2 3 | Cols: 0 1 7 | Det: -98532
Rows: 1 2 3 | Cols: 0 2 3 | Det: 30272
Rows: 1 2 3 | Cols: 0 2 4 | Det: -22668
Rows: 1 2 3 | Cols: 0 2 5 | Det: -1580
Rows: 1 2 3 | Cols: 0 2 6 | Det: -9456
Rows: 1 2 3 | Cols: 0 2 7 | Det: -44436
Rows: 1 2 3 | Cols: 0 3 4 | Det: 3256
Rows: 1 2 3 | Cols: 0 3 5 | Det: 37048
Rows: 1 2 3 | Cols: 0 3 6 | Det: 2464
Rows: 1 2 3 | Cols: 0 3 7 | Det: 133320
Rows: 1 2 3 | Cols: 0 4 5 | Det: -27572
Rows: 1 2 3 | Cols: 0 4 6 | Det: -828
Rows: 1 2 3 | Cols: 0 4 7 | Det: -95052
Rows: 1 2 3 | Cols: 0 5 6 | Det: 11444
Rows: 1 2 3 | Cols: 0 5 7 | Det: 47424
Rows: 1 2 3 | Cols: 0 6 7 | Det: -38028
Rows: 1 2 3 | Cols: 1 2 3 | Det: 369748
Rows: 1 2 3 | Cols: 1 2 4 | Det: -132710
Rows: 1 2 3 | Cols: 1 2 5 | Det: 179078
Rows: 1 2 3 | Cols: 1 2 6 | Det: -28635
Rows: 1 2 3 | Cols: 1 2 7 | Det: 240212
Rows: 1 2 3 | Cols: 1 3 4 | Det: -254264
Rows: 1 2 3 | Cols: 1 3 5 | Det: 47900
Rows: 1 2 3 | Cols: 1 3 6 | Det: -147070
Rows: 1 2 3 | Cols: 1 3 7 | Det: 31456
Rows: 1 2 3 | Cols: 1 4 5 | Det: 105954
Rows: 1 2 3 | Cols: 1 4 6 | Det: 33095
Rows: 1 2 3 | Cols: 1 4 7 | Det: 153896
Rows: 1 2 3 | Cols: 1 5 6 | Det: -67520
Rows: 1 2 3 | Cols: 1 5 7 | Det: -15884
Rows: 1 2 3 | Cols: 1 6 7 | Det: 93110
Rows: 1 2 3 | Cols: 2 3 4 | Det: 62456
Rows: 1 2 3 | Cols: 2 3 5 | Det: 85944
Rows: 1 2 3 | Cols: 2 3 6 | Det: 37632
Rows: 1 2 3 | Cols: 2 3 7 | Det: 339208
Rows: 1 2 3 | Cols: 2 4 5 | Det: -61096
Rows: 1 2 3 | Cols: 2 4 6 | Det: -8670
Rows: 1 2 3 | Cols: 2 4 7 | Det: -162324
Rows: 1 2 3 | Cols: 2 5 6 | Det: 24882
Rows: 1 2 3 | Cols: 2 5 7 | Det: 108452
Rows: 1 2 3 | Cols: 2 6 7 | Det: -50718
Rows: 1 2 3 | Cols: 3 4 5 | Det: -67192
Rows: 1 2 3 | Cols: 3 4 6 | Det: -1036
Rows: 1 2 3 | Cols: 3 4 7 | Det: -238576
Rows: 1 2 3 | Cols: 3 5 6 | Det: 39060
Rows: 1 2 3 | Cols: 3 5 7 | Det: 36632
Rows: 1 2 3 | Cols: 3 6 7 | Det: -138124
Rows: 1 2 3 | Cols: 4 5 6 | Det: -8314
Rows: 1 2 3 | Cols: 4 5 7 | Det: 58748
Rows: 1 2 3 | Cols: 4 6 7 | Det: 30426
Rows: 1 2 3 | Cols: 5 6 7 | Det: -38684
Rows: 1 2 4 | Cols: 0 1 2 | Det: -184742
Rows: 1 2 4 | Cols: 0 1 3 | Det: -451506
Rows: 1 2 4 | Cols: 0 1 4 | Det: 117508
Rows: 1 2 4 | Cols: 0 1 5 | Det: -95422
Rows: 1 2 4 | Cols: 0 1 6 | Det: 20372
Rows: 1 2 4 | Cols: 0 1 7 | Det: -480878
Rows: 1 2 4 | Cols: 0 2 3 | Det: -19440
Rows: 1 2 4 | Cols: 0 2 4 | Det: 32148
Rows: 1 2 4 | Cols: 0 2 5 | Det: 26260
Rows: 1 2 4 | Cols: 0 2 6 | Det: 16000
Rows: 1 2 4 | Cols: 0 2 7 | Det: 171724
Rows: 1 2 4 | Cols: 0 3 4 | Det: 66204
Rows: 1 2 4 | Cols: 0 3 5 | Det: 74220
Rows: 1 2 4 | Cols: 0 3 6 | Det: 36960
Rows: 1 2 4 | Cols: 0 3 7 | Det: 470292
Rows: 1 2 4 | Cols: 0 4 5 | Det: -33308
Rows: 1 2 4 | Cols: 0 4 6 | Det: -6632
Rows: 1 2 4 | Cols: 0 4 7 | Det: -192908
Rows: 1 2 4 | Cols: 0 5 6 | Det: 11160
Rows: 1 2 4 | Cols: 0 5 7 | Det: 20344
Rows: 1 2 4 | Cols: 0 6 7 | Det: -60584
Rows: 1 2 4 | Cols: 1 2 3 | Det: 272672
Rows: 1 2 4 | Cols: 1 2 4 | Det: -222386
Rows: 1 2 4 | Cols: 1 2 5 | Det: -17854
Rows: 1 2 4 | Cols: 1 2 6 | Det: -110003
Rows: 1 2 4 | Cols: 1 2 7 | Det: 483960
Rows: 1 2 4 | Cols: 1 3 4 | Det: -370070
Rows: 1 2 4 | Cols: 1 3 5 | Det: -184474
Rows: 1 2 4 | Cols: 1 3 6 | Det: -238777
Rows: 1 2 4 | Cols: 1 3 7 | Det: 473032
Rows: 1 2 4 | Cols: 1 4 5 | Det: 126222
Rows: 1 2 4 | Cols: 1 4 6 | Det: 45446
Rows: 1 2 4 | Cols: 1 4 7 | Det: 271034
Rows: 1 2 4 | Cols: 1 5 6 | Det: -58787
Rows: 1 2 4 | Cols: 1 5 7 | Det: 296446
Rows: 1 2 4 | Cols: 1 6 7 | Det: 232967
Rows: 1 2 4 | Cols: 2 3 4 | Det: 24048
Rows: 1 2 4 | Cols: 2 3 5 | Det: 36880
Rows: 1 2 4 | Cols: 2 3 6 | Det: 12040
Rows: 1 2 4 | Cols: 2 3 7 | Det: 304384
Rows: 1 2 4 | Cols: 2 4 5 | Det: -28504
Rows: 1 2 4 | Cols: 2 4 6 | Det: -118
Rows: 1 2 4 | Cols: 2 4 7 | Det: -290932
Rows: 1 2 4 | Cols: 2 5 6 | Det: 14090
Rows: 1 2 4 | Cols: 2 5 7 | Det: -85388
Rows: 1 2 4 | Cols: 2 6 7 | Det: -144166
Rows: 1 2 4 | Cols: 3 4 5 | Det: -33784
Rows: 1 2 4 | Cols: 3 4 6 | Det: 4718
Rows: 1 2 4 | Cols: 3 4 7 | Det: -454828
Rows: 1 2 4 | Cols: 3 5 6 | Det: 24150
Rows: 1 2 4 | Cols: 3 5 7 | Det: -269908
Rows: 1 2 4 | Cols: 3 6 7 | Det: -287434
Rows: 1 2 4 | Cols: 4 5 6 | Det: -5758
Rows: 1 2 4 | Cols: 4 5 7 | Det: 130388
Rows: 1 2 4 | Cols: 4 6 7 | Det: 59310
Rows: 1 2 4 | Cols: 5 6 7 | Det: -47204
Rows: 1 2 5 | Cols: 0 1 2 | Det: -207324
Rows: 1 2 5 | Cols: 0 1 3 | Det: -212212
Rows: 1 2 5 | Cols: 0 1 4 | Det: 77272
Rows: 1 2 5 | Cols: 0 1 5 | Det: -185302
Rows: 1 2 5 | Cols: 0 1 6 | Det: 99242
Rows: 1 2 5 | Cols: 0 1 7 | Det: -81432
Rows: 1 2 5 | Cols: 0 2 3 | Det: -43360
Rows: 1 2 5 | Cols: 0 2 4 | Det: 40072
Rows: 1 2 5 | Cols: 0 2 5 | Det: 35192
Rows: 1 2 5 | Cols: 0 2 6 | Det: 12368
Rows: 1 2 5 | Cols: 0 2 7 | Det: 159192
Rows: 1 2 5 | Cols: 0 3 4 | Det: 24856
Rows: 1 2 5 | Cols: 0 3 5 | Det: 74776
Rows: 1 2 5 | Cols: 0 3 6 | Det: -8096
Rows: 1 2 5 | Cols: 0 3 7 | Det: 179976
Rows: 1 2 5 | Cols: 0 4 5 | Det: -48932
Rows: 1 2 5 | Cols: 0 4 6 | Det: 14572
Rows: 1 2 5 | Cols: 0 4 7 | Det: -75072
Rows: 1 2 5 | Cols: 0 5 6 | Det: 27900
Rows: 1 2 5 | Cols: 0 5 7 | Det: 128460
Rows: 1 2 5 | Cols: 0 6 7 | Det: -81060
Rows: 1 2 5 | Cols: 1 2 3 | Det: -138496
Rows: 1 2 5 | Cols: 1 2 4 | Det: -167156
Rows: 1 2 5 | Cols: 1 2 5 | Det: 98024
Rows: 1 2 5 | Cols: 1 2 6 | Det: -238738
Rows: 1 2 5 | Cols: 1 2 7 | Det: -148536
Rows: 1 2 5 | Cols: 1 3 4 | Det: -222716
Rows: 1 2 5 | Cols: 1 3 5 | Det: 224120
Rows: 1 2 5 | Cols: 1 3 6 | Det: -310662
Rows: 1 2 5 | Cols: 1 3 7 | Det: -97640
Rows: 1 2 5 | Cols: 1 4 5 | Det: 112866
Rows: 1 2 5 | Cols: 1 4 6 | Det: 8966
Rows: 1 2 5 | Cols: 1 4 7 | Det: 121016
Rows: 1 2 5 | Cols: 1 5 6 | Det: -166457
Rows: 1 2 5 | Cols: 1 5 7 | Det: -171260
Rows: 1 2 5 | Cols: 1 6 7 | Det: 164872
Rows: 1 2 5 | Cols: 2 3 4 | Det: -61728
Rows: 1 2 5 | Cols: 2 3 5 | Det: -3008
Rows: 1 2 5 | Cols: 2 3 6 | Det: -58192
Rows: 1 2 5 | Cols: 2 3 7 | Det: -137408
Rows: 1 2 5 | Cols: 2 4 5 | Det: -47320
Rows: 1 2 5 | Cols: 2 4 6 | Det: 36172
Rows: 1 2 5 | Cols: 2 4 7 | Det: -99640
Rows: 1 2 5 | Cols: 2 5 6 | Det: 46372
Rows: 1 2 5 | Cols: 2 5 7 | Det: 100480
Rows: 1 2 5 | Cols: 2 6 7 | Det: -174452
Rows: 1 2 5 | Cols: 3 4 5 | Det: -104728
Rows: 1 2 5 | Cols: 3 4 6 | Det: 44884
Rows: 1 2 5 | Cols: 3 4 7 | Det: -177448
Rows: 1 2 5 | Cols: 3 5 6 | Det: 100916
Rows: 1 2 5 | Cols: 3 5 7 | Det: 224480
Rows: 1 2 5 | Cols: 3 6 7 | Det: -267196
Rows: 1 2 5 | Cols: 4 5 6 | Det: -26962
Rows: 1 2 5 | Cols: 4 5 7 | Det: 33020
Rows: 1 2 5 | Cols: 4 6 7 | Det: 31532
Rows: 1 2 5 | Cols: 5 6 7 | Det: -89610
Rows: 1 2 6 | Cols: 0 1 2 | Det: 307982
Rows: 1 2 6 | Cols: 0 1 3 | Det: 31086
